2019,LZ 2XXMX,"1.5 litre, M9DD I4 16v DOHC VVT Turbo Direct Inj {132KW}","10/15~01/19,4D,Sedan,FWD,AT,[THAILAND],"
2010,LV UXXMJ,"2.0 litre, A0DA I4 16v DOHC MPFI {107KW}","04/09~06/11,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2009,LS CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2009,LS DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2009,LT CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2009,LT DXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~03/09,TDCI,4D,Hatch,FWD,MT,[SOUTH AFRICA],"
2009,LT DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2009,LT TXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,2D,Sedan,FWD,MT/DCT,[SOUTH AFRICA],"
2009,LT UXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,TDCi,4D,Hatch,FWD,MT/DCT,[SOUTH AFRICA],"
2009,LT XXXLU,"2.0 litre, A0DA DURATEC I4 16v DOHC MPFI {107KW}","11/07~05/10,COUPE-CABRIOLET,2D,Conve,FWD,AT/MT,[GERMANY],"
2009,LV DXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~03/09,TDCI,4D,Hatch,FWD,MT,[SOUTH AFRICA],"
2009,LV PXXGC,"1.6 litre, HXDA I4 16v DOHC MPFI {74KW}","06/08~06/11,4D,Hatch,FWD,AT/MT,[GERMANY],"
2009,LV PXXGC,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","06/08~06/11,4D,Hatch,FWD,AT/MT,[GERMANY],"
2009,LV PXXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","06/08~06/11,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2009,LV TXXMJ,"2.0 litre, A0DA I4 16v DOHC MPFI {107KW}","04/09~06/11,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2009,LV UXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,TDCi,4D,Hatch,FWD,MT/DCT,[SOUTH AFRICA],"
2009,LV UXXMJ,"2.0 litre, A0DA I4 16v DOHC MPFI {107KW}","04/09~06/11,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2008,LS 3XXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,ST TURBO,2D,Hatch,FWD,MT,[GERMANY],"
2008,LS 5XXGC,"2.5 litre, HYDA (B5254T) I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2008,LS CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2008,LS DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2008,LT 3XXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,ST TURBO,2D,Hatch,FWD,MT,[GERMANY],"
2008,LT 5XXGC,"2.5 litre, HYDA (B5254T) I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2008,LT CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2008,LT DXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~03/09,TDCI,4D,Hatch,FWD,MT,[SOUTH AFRICA],"
2008,LT DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2008,LT TXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,2D,Sedan,FWD,MT/DCT,[SOUTH AFRICA],"
2008,LT UXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,TDCi,4D,Hatch,FWD,MT/DCT,[SOUTH AFRICA],"
2008,LT XXXLU,"2.0 litre, A0DA DURATEC I4 16v DOHC MPFI {107KW}","11/07~05/10,COUPE-CABRIOLET,2D,Conve,FWD,AT/MT,[GERMANY],"
2008,LV DXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~03/09,TDCI,4D,Hatch,FWD,MT,[SOUTH AFRICA],"
2008,LV PXXGC,"1.6 litre, HXDA I4 16v DOHC MPFI {74KW}","06/08~06/11,4D,Hatch,FWD,AT/MT,[GERMANY],"
2008,LV PXXGC,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","06/08~06/11,4D,Hatch,FWD,AT/MT,[GERMANY],"
2008,LV PXXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","06/08~06/11,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2008,LV UXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,TDCi,4D,Hatch,FWD,MT/DCT,[SOUTH AFRICA],"
2007,LS 3XXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,ST TURBO,2D,Hatch,FWD,MT,[GERMANY],"
2007,LS 5XXGC,"2.0 litre, A0DB DURATEC I4 16v DOHC MPFI {107KW}","05/05~06/07,4D,Hatch,FWD,AT/MT,[GERMANY],"
2007,LS 5XXGC,"2.5 litre, HYDA (B5254T) I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2007,LS CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2007,LS DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2007,LS MXXGC,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~06/07,4D,Hatch,FWD,AT/MT,[GERMANY],"
2007,LT 3XXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,ST TURBO,2D,Hatch,FWD,MT,[GERMANY],"
2007,LT 5XXGC,"2.5 litre, HYDA (B5254T) I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2007,LT CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2007,LT DXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~03/09,TDCI,4D,Hatch,FWD,MT,[SOUTH AFRICA],"
2007,LT DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2007,LT TXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,2D,Sedan,FWD,MT/DCT,[SOUTH AFRICA],"
2007,LT UXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,TDCi,4D,Hatch,FWD,MT/DCT,[SOUTH AFRICA],"
2007,LT XXXLU,"2.0 litre, A0DA DURATEC I4 16v DOHC MPFI {107KW}","11/07~05/10,COUPE-CABRIOLET,2D,Conve,FWD,AT/MT,[GERMANY],"
2007,LV DXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~03/09,TDCI,4D,Hatch,FWD,MT,[SOUTH AFRICA],"
2007,LV UXXMJ,"2.0 litre, DIESEL, D4204T I4 16v DOHC Turbo CRD {100KW}","07/07~06/11,TDCi,4D,Hatch,FWD,MT/DCT,[SOUTH AFRICA],"
2006,LS 3XXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,ST TURBO,2D,Hatch,FWD,MT,[GERMANY],"
2006,LS 5XXGC,"2.0 litre, A0DB DURATEC I4 16v DOHC MPFI {107KW}","05/05~06/07,4D,Hatch,FWD,AT/MT,[GERMANY],"
2006,LS 5XXGC,"2.5 litre, HYDA (B5254T) I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2006,LS CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2006,LS DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2006,LS MXXGC,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~06/07,4D,Hatch,FWD,AT/MT,[GERMANY],"
2006,LT 3XXGC,"2.5 litre, B5254T I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,ST TURBO,2D,Hatch,FWD,MT,[GERMANY],"
2006,LT 5XXGC,"2.5 litre, HYDA (B5254T) I5 20v DOHC VVT Turbo MPFI {166KW}","04/06~05/08,XR5 TURBO,4D,Hatch,FWD,MT,[GERMANY],"
2006,LT CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2006,LT DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2005,LR AXXGC,"1.8 litre, EYDE I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LR AXXGC,"2.0 litre, EDDB I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LR AXXGC,"2.0 litre, EDDF I4 16v DOHC MPFI {96KW}",
2005,LR AXXWP,"1.6 litre, FYDB I4 16v DOHC MPFI",
2005,LR AXXWP,"1.8 litre, EYDE I4 16v DOHC MPFI {85KW}","00~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LR AXXWP,"2.0 litre, EDDB I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LR AXXWP,"2.0 litre, EDDF I4 16v DOHC MPFI {96KW}","10/98~04/05,ZETEC,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LR BXXGC,"2.0 litre, ALDA I4 16v DOHC VVT MPFI {127KW}","05/03~04/05,ST170,2D,Hatch,FWD,MT,[GERMANY],"
2005,LR BXXGC,"2.0 litre, EDDF I4 16v DOHC MPFI {96KW}","00~04/05,ZETEC,2D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LR FXXWP,"1.8 litre, EYDE I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Sedan,FWD,AT/MT,[SPAIN],"
2005,LR FXXWP,"2.0 litre, EDDB I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Sedan,FWD,AT/MT,[SPAIN],"
2005,LS 5XXGC,"2.0 litre, A0DB DURATEC I4 16v DOHC MPFI {107KW}","05/05~06/07,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LS CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2005,LS DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2005,LS MXXGC,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~06/07,4D,Hatch,FWD,AT/MT,[GERMANY],"
2005,LT CXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Sedan,FWD,AT/MT,[SOUTH AFRICA],"
2005,LT DXXMJ,"2.0 litre, 2.0L DURATEC I4 16v DOHC MPFI {107KW}","05/05~03/09,4D,Hatch,FWD,AT/MT,[SOUTH AFRICA],"
2004,LR AXXGC,"1.8 litre, EYDE I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR AXXGC,"2.0 litre, EDDB I4 16v DOHC MPFI {85KW}",
2004,LR AXXGC,"2.0 litre, EDDF I4 16v DOHC MPFI {96KW}","09/02~04/05,ZETEC,4D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR AXXWP,"1.6 litre, FYDB I4 16v DOHC MPFI","00~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR AXXWP,"1.8 litre, EYDE I4 16v DOHC MPFI {85KW}","00~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR AXXWP,"2.0 litre, EDDB I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR AXXWP,"2.0 litre, EDDF I4 16v DOHC MPFI {96KW}","10/98~04/05,ZETEC,4D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR BXXGC,"2.0 litre, ALDA I4 16v DOHC VVT MPFI {127KW}","05/03~04/05,ST170,2D,Hatch,FWD,MT,[GERMANY],"
2004,LR BXXGC,"2.0 litre, EDDF I4 16v DOHC MPFI {96KW}","00~04/05,ZETEC,2D,Hatch,FWD,AT/MT,[GERMANY],"
2004,LR FXXWP,"1.6 litre, FYDB I4 16v DOHC MPFI {74KW}","09/02~11/04,4D,Sedan,FWD,AT/MT,[SPAIN],"
2004,LR FXXWP,"1.8 litre, EYDE I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Sedan,FWD,AT/MT,[SPAIN],"
2004,LR FXXWP,"2.0 litre, EDDB I4 16v DOHC MPFI {85KW}","09/02~04/05,4D,Sedan,FWD,AT/MT,[SPAIN],"
